,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
1447,Private,Private,R,R119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,35.2,N,N,USDA/TC,
1641,Private,Private,R,R140,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,35.2,N,Y,TC/lLM/Mortens,
1728,Private,Private,R,R148,AC,ACPL,ACPL,Acer platanoides,Norway Maple,35.2,N,N,USDA/TC,
2694,Private,Private (Alley),A,A11,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,35.2,N,Y,USDA/TC/LM/Mortens,
1163,Private,Private,R,R106,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,35.3,Y,Y,USDA/TC/Mortens/LM,
2111,Private,Private,R,R163,TA,TACA,TACA,Taxus canadensis,Canadian Yew,35.3,Y,Y,USDA/TC/LM,
2055,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,35.7,Y,Y,USDA/TC/Mortens/LM,
2449,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,35.7,N,N,USDA/TC/Mortens,NA
2522,Private,Institutional,I,I1,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,35.7,Y,Y,Mortens/LM,Hybrid of silver &red
1345,Private,Private,R,R118,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,35.8,N,Y,USDA/TC/LM,
1398,Private,Private,R,R118,AC,ACPL,ACPL,Acer platanoides,Norway Maple,35.9,N,N,USDA/TC,
2603,Private,Institutional,I,I1,PR,PRVI,PRVI,Prunus virginiana,Chokecherry,35.9,Y,Y,USDA/TC/LM,Synonym: Common chokecherry
106,Public,Street,S,S43,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,36,Y,Y,USDA/LM,
109,Public,Street,S,S44,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,36,Y,Y,USDA/LM,
114,Public,Street,S,S50,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,36,Y,Y,USDA/LM,
255,Public,Street,S,S89,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,36,Y,Y,USDA/LM/NRC,
256,Public,Street,S,S89,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,36,Y,Y,USDA/LM/NRC,
290,Public,Street,S,S11,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,36,Y,Y,USDA/TC/Mortens/LM,
349,Public,Parc,P,P1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,36,N,Y,USDA/TC/LM,
350,Public,Parc,P,P1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,36,N,Y,USDA/TC/LM,
670,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,36,Y,Y,Mortens/LM,
673,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,36,Y,Y,Mortens/LM,
1029,Private,Private,R,R54,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,36,N,Y,USDA/TC/LM,
1138,Private,Private,R,R95,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,36,N,Y,USDA/TC/LM,
1779,Private,Private,R,R151,AC,ACPL,ACPL,Acer platanoides,Norway Maple,36,N,N,USDA/TC,
2125,Private,Institutional,I,I6,TI,TIAM,TIAM,Tilia americana ,American Basswood,36,Y,Y,Mortens/LM,
2159,Private,Institutional,I,I6,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,36,N,N,USDA/TC/LM,
2246,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,36,Y,Y,USDA/LM,
2318,Private,Institutional,I,I6,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,36,N,N,USDA/TC/LM,
2319,Private,Institutional,I,I6,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,36,N,N,USDA/TC/LM,
2049,Private,Institutional,I,I4,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,36.1,Y,Y,TC/LM,
1418,Private,Private,R,R118,PN,PNRE,PNRE,Pinus resinosa,Red Pine,36.2,Y,Y,USDA/TC/LM,
1657,Private,Private,R,R142,PN,PNNI,PNNI,Pinus nigra,NA,36.3,N,N,USDA/TC/Mortens,NA
1230,Private,Private,R,R113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,36.4,Y,Y,USDA/TC/LM,
1361,Private,Private,R,R118,PI,PIGL,PIGL,Picea glauca,White Spruce,36.5,Y,Y,USDA/TC/LM,
1073,Private,Private,R,R73,MA,MASY,MASY,Malus sylvestris,Crab Apple,36.6,N,N,USDA/TC,Synonym: Malus pumila & Malus domestica
1851,Private,Private,R,R156,BE,BEPO,BEPO,Betula populifolia,Gray Birch,36.6,Y,Y,USDA/TC/Mortens,
1611,Private,Private,R,R139,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,36.7,Y,Y,USDA/LM,
1735,Private,Private,R,R149,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,36.9,Y,Y,USDA/TC/LM,
2693,Private,Private (Alley),A,A11,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,36.9,N,Y,USDA/TC/LM/Mortens,
70,Public,Street,S,S16,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,37,Y,Y,USDA/LM,
303,Public,Street,S,S62,FR,FRPE,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,37,Y,Y,USDA/TC/Mortens/LM,
344,Public,Parc,P,P1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,37,N,Y,USDA/TC/LM,
669,Public,Street,S,S14,TI,TIAM,TIAM,Tilia americana,American Basswood,37,Y,Y,Mortens/LM,
745,Public,Street,S,S69,UL,ULAM,ULAM,Ulmus americana,White Elm,37,Y,Y,USDA/TC/LM,
755,Public,Street,S,S74,UL,ULAM,ULAM,Ulmus americana,White Elm,37,Y,Y,USDA/TC/LM,
1105,Private,Private,R,R86,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37,N,N,USDA/TC,
1130,Private,Private,R,R91,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,37,N,Y,USDA/TC/LM,
1843,Private,Private,R,R156,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,37,N,Y,TC/lLM/Mortens,
1844,Private,Private,R,R156,LA,LADE,LADE,Larix decidua,European Larch,37,N,N,USDA/TC/Mortens,
2039,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,37,Y,Y,USDA/TC/Mortens/LM,
2126,Private,Institutional,I,I6,TI,TIAM,TIAM,Tilia americana ,American Basswood,37,Y,Y,Mortens/LM,
2212,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37,N,N,USDA/TC,
2228,Private,Institutional,I,I6,LA,LALA,LALA,Larix laricina,Tamarack,37,Y,Y,USDA/TC/LM,
2279,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,37,Y,Y,USDA/LM,
2435,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,37.1,N,N,USDA/TC/Mortens,NA
1409,Private,Private,R,R118,PI,PIGL,PIGL,Picea glauca,White Spruce,37.2,Y,Y,USDA/TC/LM,
979,Private,Private,R,R37,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,37.3,N,N,USDA,
1587,Private,Private,R,R138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,37.3,Y,Y,USDA/TC/LM,
1980,Private,Private (Alley),A,A12,LO,LOPE,LOPE,Lonicera periclymenum,,37.3,N,N,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=372017&isprofile=0&=,
2400,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37.3,N,N,USDA/TC,
1226,Private,Private,R,R113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,37.4,Y,Y,USDA/TC/LM,
1102,Private,Private,R,R86,MA,MASY,MASY,Malus sylvestris,Crab Apple,37.5,N,N,USDA/TC,Synonym: Malus pumila & Malus domestica
1652,Private,Private,R,R142,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37.5,N,N,USDA/TC,
2102,Private,Private,R,R163,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,37.5,Y,Y,USDA/TC/LM,
1111,Private,Private,R,R89,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37.6,N,N,USDA/TC,
2453,Private,Institutional,I,I1,PI,PIGL,PIGL,Picea glauca,White Spruce,37.6,Y,Y,USDA/TC/LM,
1148,Private,Private,R,R103,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,37.7,Y,Y,Mortens/LM,Hybrid of silver &red
1284,Private,Private,R,R114,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,37.7,Y,Y,USDA/TC/Mortens/LM,
2034,Private,Institutional,I,I4,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,37.7,Y,Y,TC/LM,
1093,Private,Private,R,R83,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,37.9,N,Y,USDA/TC/LM/Mortens,
1211,Private,Private,R,R113,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,37.9,N,Y,USDA/TC/LM,
112,Public,Street,S,S50,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,38,Y,Y,USDA/LM,
116,Public,Street,S,S70,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,38,Y,Y,USDA/LM,
156,Public,Street,S,S98,AC,ACSA,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,38,Y,Y,USDA/LM,
254,Public,Street,S,S88,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,38,Y,Y,USDA/LM/NRC,
300,Public,Street,P,P3,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,38,Y,Y,USDA/TC/Mortens/LM,
310,Public,Street,S,S93,FR,FRPE,FRPEMS,Fraxinus pennsylvanica 'Marshall Seedless',Marshall Seedless Red Ash,38,Y,Y,USDA/TC/Mortens/LM,
339,Public,Parc,P,P1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,38,N,Y,USDA/TC/LM,
348,Public,Parc,P,P1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,38,N,Y,USDA/TC/LM,
560,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,38,N,Y,USDA/LM,
765,Public,Street,S,S116,UL,ULAM,ULAM,Ulmus americana,White Elm,38,Y,Y,USDA/TC/LM,
782,Public,Street,S,S125,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,38,N,N,USDA/TC/LM,
2270,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38,N,N,USDA/TC,
2544,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38,N,N,USDA/TC,
1047,Private,Private,R,R66,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,38.1,N,N,USDA/TC/Mortens,
1213,Private,Private,R,R113,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,38.1,N,Y,USDA/TC/LM,
1422,Private,Private,R,R118,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,38.1,N,Y,USDA/TC/LM,
1650,Private,Private,R,R141,UL,ULAM,ULAM,Ulmus americana,White Elm,38.1,Y,Y,USDA/TC/LM,
1101,Private,Private,R,R85,MA,MASY,MASY,Malus sylvestris,Crab Apple,38.2,N,N,USDA/TC,Synonym: Malus pumila & Malus domestica
2466,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,38.2,N,N,USDA/TC/Mortens,NA
2558,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38.2,N,N,USDA/TC,
1077,Private,Private,R,R73,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,38.3,N,Y,USDA/TC/LM/Mortens,
2688,Private,Private,R,R164,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38.3,N,N,USDA/TC,
1158,Private,Private,R,R103,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,38.4,N,N,USDA,
2636,Private,Institutional,I,I1,PN,PNNI,PNNI,Pinus nigra,NA,38.6,N,N,USDA/TC/Mortens,NA
946,Private,Private,R,R11,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38.7,N,N,USDA/TC,
1423,Private,Private,R,R118,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,38.7,N,Y,USDA/TC/LM,
1798,Private,Private,R,R152,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,38.7,N,N,USDA,
1303,Private,Private,R,R116,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38.8,N,N,USDA/TC,
1659,Private,Private,R,R142,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,38.8,N,Y,USDA/TC/LM,
1849,Private,Private,R,R156,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,38.8,N,N,USDA,
2600,Private,Institutional,I,I1,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,38.9,Y,Y,USDA/LM,
2639,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,38.9,N,N,USDA/TC,
342,Public,Parc,P,P1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,39,N,Y,USDA/TC/LM,
471,Public,Parc,P,P2,GL,GLTR,GLTRIN,Gleditsia triacanthos var. inermis,Thornless Honey-Locust,39,N,Y,USDA/LM,
552,Public,Street,S,S114,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,39,N,Y,USDA/LM,
675,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,39,Y,Y,Mortens/LM,
676,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,39,Y,Y,Mortens/LM,
690,Public,Street,S,S20,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,39,N,N,USDA,
693,Public,Street,S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,39,N,N,USDA,
1999,Private,Institutional,I,I4,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,39,Y,Y,TC/LM,
2229,Private,Institutional,I,I6,LA,LALA,LALA,Larix laricina,Tamarack,39,Y,Y,USDA/TC/LM,
1408,Private,Private,R,R118,PI,PIGL,PIGL,Picea glauca,White Spruce,39.1,Y,Y,USDA/TC/LM,
1850,Private,Private,R,R156,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,39.1,N,Y,TC/lLM/Mortens,
1646,Private,Private,R,R140,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,39.2,N,Y,TC/lLM/Mortens,
2641,Private,Institutional,I,I1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,39.2,N,Y,USDA/TC/LM,
977,Private,Private,R,R37,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,39.3,N,N,USDA,
2416,Private,Institutional,I,I1,QU,QURU,QURU,Quercus rubra,Red Oak,39.4,Y,Y,TC/LM,
2478,Private,Institutional,I,I1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,39.4,N,Y,USDA/TC/LM,
916,Private,Private,R,R19,AC,ACPL,ACPL,Acer platanoides,Norway Maple,39.6,N,N,USDA/TC,
1591,Private,Private,R,R138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,39.6,Y,Y,USDA/TC/LM,
1146,Private,Private,R,R103,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,39.7,Y,Y,Mortens/LM,Hybrid of silver &red
919,Private,Private,R,R19,AC,ACPL,ACPL,Acer platanoides,Norway Maple,39.8,N,N,USDA/TC,
927,Private,Private,R,R20,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,39.9,Y,Y,USDA/TC/Mortens/LM,
14,Public,Street,S,S65,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40,N,N,USDA/TC,
65,Public,Street,S,S10,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,40,Y,Y,USDA/LM,
127,Public,Street,S,S98,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,40,Y,Y,USDA/LM,
157,Public,Street,S,S98,AC,ACSA,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,40,Y,Y,USDA/LM,
263,Public,Street,S,S89,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,40,Y,Y,USDA/LM/NRC,
345,Public,Parc,P,P1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,40,N,Y,USDA/TC/LM,
347,Public,Parc,P,P1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,40,N,Y,USDA/TC/LM,
762,Public,Street,S,S97,UL,ULAM,ULAM,Ulmus americana,White Elm,40,Y,Y,USDA/TC/LM,
1642,Private,Private,R,R140,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,40,N,Y,USDA/TC/LM/Mortens,
2121,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40,N,N,USDA/TC,
2132,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40,N,N,USDA/TC,
2169,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40,N,N,USDA/TC,
2233,Private,Institutional,I,I6,QU,QURU,QURU,Quercus rubra,Red Oak,40,Y,Y,TC/LM,
2257,Private,Institutional,I,I6,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,40,N,N,USDA/TC/LM,
2263,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,40,Y,Y,USDA/LM,
2291,Private,Institutional,I,I6,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,40,Y,Y,USDA/TC/Mortens/LM,
2674,Private,Institutional,I,I3,PN,PNNI,PNNI,Pinus nigra,NA,40.1,N,N,USDA/TC/Mortens,NA
1837,Private,Private,R,R155,BE,BEPA,BEPA,Betula papyrifera,Paper Birch,40.15,Y,Y,USDA/TC/LM,
910,Private,Private,R,R15,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,40.4,N,Y,USDA/TC/LM/Mortens,
2555,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40.4,N,N,USDA/TC,
2075,Private,Institutional,I,I4,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,40.5,N,Y,USDA/TC/LM,
2564,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40.5,N,N,USDA/TC,
1141,Private,Private,R,R98,UL,ULAM,ULAM,Ulmus americana,White Elm,40.9,Y,Y,USDA/TC/LM,
1192,Private,Private,R,R2,SY,SYVU,SYVU,Syringa vulgaris,Common Lilac,40.9,N,N,USDA/TC/Mortens,
1653,Private,Private,R,R142,AC,ACPL,ACPL,Acer platanoides,Norway Maple,40.9,N,N,USDA/TC,
139,Public,Parc,P,P1,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,41,Y,Y,USDA/LM,
553,Public,Street,S,S114,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,41,N,Y,USDA/LM,
561,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,41,N,Y,USDA/LM,
666,Public,Street,S,S14,TI,TIAM,TIAM,Tilia americana,American Basswood,41,Y,Y,Mortens/LM,
687,Public,Street,S,S19,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,41,N,N,USDA,
749,Public,Street,S,S74,UL,ULAM,ULAM,Ulmus americana,White Elm,41,Y,Y,USDA/TC/LM,
1796,Private,Private,R,R152,AC,ACPL,ACPL,Acer platanoides,Norway Maple,41,N,N,USDA/TC,
2077,Private,Institutional,I,I4,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,41,N,Y,USDA/TC/LM,
2283,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,41,Y,Y,USDA/LM,
2305,Private,Institutional,I,I6,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,41,Y,Y,USDA/TC/Mortens/LM,
1188,Private,Private,R,R2,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,41.1,N,Y,USDA/TC/LM/Mortens,
2342,Private,Institutional,I,I2,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,41.2,N,N,USDA,
1187,Private,Private,R,R112,AC,ACPL,ACPL,Acer platanoides,Norway Maple,41.6,N,N,USDA/TC,
2079,Private,Institutional,I,I4,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,41.6,N,Y,USDA/TC/LM,
134,Public,Parc,P,P1,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,42,Y,Y,USDA/LM,
152,Public,Street,S,S21,AC,ACSA,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,42,Y,Y,USDA/LM,
562,Public,Street,S,S121,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,42,N,Y,USDA/LM,
664,Public,Street,S,S14,TI,TIAM,TIAM,Tilia americana,American Basswood,42,Y,Y,Mortens/LM,
667,Public,Street,S,S14,TI,TIAM,TIAM,Tilia americana,American Basswood,42,Y,Y,Mortens/LM,
677,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,42,Y,Y,Mortens/LM,
708,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,42,N,N,USDA,
711,Public,Parc,P,P3,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,42,N,N,USDA,
1344,Private,Private,R,R118,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,42,N,Y,USDA/TC/LM,
1528,Private,Private,R,R133,TI,TIAM,TIAM,Tilia americana ,American Basswood,42,Y,Y,Mortens/LM,
2183,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,42,Y,Y,USDA/LM,
2242,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,42,N,Y,USDA/TC/LM/Mortens,
2247,Private,Institutional,I,I6,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,42,Y,Y,USDA/LM,
2290,Private,Institutional,I,I6,CT,CTSP,CTSP,Catalpa speciosa,Western Catalpa,42,N,Y,USDA/TC/LM,
2292,Private,Institutional,I,I6,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,42,N,Y,USDA/TC/LM,
2302,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,42,N,N,USDA/TC,
1075,Private,Private,R,R73,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,42.1,N,Y,USDA/TC/LM/Mortens,
1714,Private,Private,R,R144,MA,MAIO,MAIO,Malus ioensis,,42.1,N,Y,http://bonap.net/Napa/TaxonMaps/Genus/County/Malus,
1194,Private,Private,R,R1,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,42.2,N,Y,USDA/TC/LM/Mortens,
941,Private,Private,R,R11,AC,ACPL,ACPL,Acer platanoides,Norway Maple,42.4,N,N,USDA/TC,
2341,Private,Institutional,I,I2,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,42.4,Y,Y,USDA/LM,
1645,Private,Private,R,R140,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,42.5,N,Y,TC/lLM/Mortens,
1065,Private,Private,R,R69,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,42.7,N,Y,TC/lLM/Mortens,
1446,Private,Private,R,R119,AC,ACPL,ACPL,Acer platanoides,Norway Maple,42.7,N,N,USDA/TC,
1712,Private,Private,R,R144,MA,MAIO,MAIO,Malus ioensis,,42.9,N,Y,http://bonap.net/Napa/TaxonMaps/Genus/County/Malus,
341,Public,Parc,P,P1,GL,GLTR,GLTR,Gleditsia triacanthos,Common Honey-Locust,43,N,Y,USDA/TC/LM,
671,Public,Parc,P,P1,TI,TIAM,TIAM,Tilia americana,American Basswood,43,Y,Y,Mortens/LM,
703,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,43,N,N,USDA,
707,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,43,N,N,USDA,
897,Private,Private,R,R13,UL,ULAM,ULAM,Ulmus americana,White Elm,43,Y,Y,USDA/TC/LM,
2361,Private,Institutional,I,I2,AC,ACPL,ACPL,Acer platanoides,Norway Maple,43,N,N,USDA/TC,
2627,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,43.2,N,N,USDA/TC,
2557,Private,Institutional,I,I1,AC,ACPL,ACPL,Acer platanoides,Norway Maple,43.3,N,N,USDA/TC,
2377,Private,Institutional,I,I2,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,43.4,Y,Y,USDA/TC/Mortens/LM,
1316,Private,Private,R,R117,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,43.5,Y,Y,USDA/LM,
1884,Private,Private,R,R159,TA,TACA,TACA,Taxus canadensis,Canadian Yew,43.6,Y,Y,USDA/TC/LM,
2455,Private,Institutional,I,I1,QU,QURU,QURU,Quercus rubra,Red Oak,43.6,Y,Y,TC/LM,
992,Private,Private,R,R40,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,43.7,N,Y,USDA/TC/LM/Mortens,
1942,Private,Private (Alley),A,A7,AE,AEHI,AEHI,Aesculus hippocastanum,Common Horsechesnut,43.9,N,N,USDA/TC/Mortens,
92,Public,Street,S,S33,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,44,Y,Y,USDA/LM,
132,Public,Street,S,S102,AC,ACSA,ACSA,Acer saccharinum,Silver Maple,44,Y,Y,USDA/LM,
253,Public,Street,S,S88,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,44,Y,Y,USDA/LM/NRC,
668,Public,Street,S,S14,TI,TIAM,TIAM,Tilia americana,American Basswood,44,Y,Y,Mortens/LM,
692,Public,Street,S,S48,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,44,N,N,USDA,
706,Public,Parc,P,P1,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,44,N,N,USDA,
780,Public,Street,S,S125,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,44,N,N,USDA/TC/LM,
1151,Private,Private,R,R103,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,44.1,Y,Y,USDA/LM,
1644,Private,Private,R,R140,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,44.1,N,Y,USDA/TC/LM/Mortens,
1789,Private,Private,R,R152,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,44.1,Y,Y,USDA/TC/LM,
2362,Private,Institutional,I,I2,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,44.1,N,N,USDA,
1510,Private,Private,R,R132,LO,LOPE,LOPE,Lonicera periclymenum,,44.2,N,N,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=372017&isprofile=0&=,
2083,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,44.2,Y,Y,USDA/TC/Mortens/LM,
947,Private,Private,R,R11,AC,ACPL,ACPL,Acer platanoides,Norway Maple,44.3,N,N,USDA/TC,
